NEIGHBORHOODA1:S23316,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,"APART
MENT
NUMBER",ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE,"SALE
PRICE",YEAR BUILT
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3831,14,A5, 519 POWELL STREET                         ,            ,11212,1,0,1,"1,802","1,116",1, A5 ,4/1/2013,"$78,930 ",1985
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3845,106,A5, 799 MOTHER GASTON BOULEV                  ,            ,11212,1,0,1,"1,800","1,148",1, A5 ,4/10/2013,"$225,000 ",1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3845,145,A5, 269 LOTT AVENUE                           ,            ,11212,1,0,1,"3,725","1,148",1, A5 ,3/20/2013,"$285,000 ",1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3847,27,A5, 562 POWELL STREET                         ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,12/10/2012,"$225,000 ",1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3855,1,A5, 855A MOTHER GASTON BLVD                   ,            ,11212,1,0,1,"4,100","1,116",1, A5 ,12/18/2012,$0 ,1986
BROWNSVILLE              ,01  ONE FAMILY HOMES                        ,1,3856,125,A5, 778 SACKMAN STREET                        ,            ,11212,1,0,1,"1,800","1,116",1, A5 ,8/9/2012,$0 ,1986
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3510,70,B1, 64 TAPSCOTT STREET                        ,            ,11212,2,0,2,"2,500","2,400",1, B1 ,1/3/2013,$0 ,1920
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3512,47,S2, 1468 PITKIN AVENUE                        ,            ,11212,2,1,3,"1,500","3,000",1, S2 ,9/13/2012,"$345,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3532,18,B1, 2093 UNION STREET                         ,            ,11212,2,0,2,"2,400","2,050",1, B1 ,5/21/2013,$0 ,2004
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3535,2,B3, 155 GRAFTON STREET                        ,            ,11212,2,0,2,"2,000","1,520",1, B3 ,3/29/2013,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3535,2,B3, 155 GRAFTON STREET                        ,            ,11212,2,0,2,"2,000","1,520",1, B3 ,1/17/2013,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3535,2,B3, 155 GRAFTON STREET                        ,            ,11212,2,0,2,"2,000","1,520",1, B3 ,12/11/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3535,12,B3, 135 GRAFTON STREET                        ,            ,11212,2,0,2,"2,000","1,490",1, B3 ,12/21/2012,"$20,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3536,55,B1, 83 BLAKE AVENUE                           ,            ,11212,2,0,2,"1,200","2,640",1, B1 ,4/3/2013,"$393,000 ",2003
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3536,133,B2, 606 SARATOGA AVENUE                       ,            ,11212,2,0,2,"3,046","2,280",1, B2 ,8/17/2012,"$420,000 ",1995
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3537,6,B3, 643 SARATOGA AVENUE                       ,            ,11212,2,0,2,"2,500","2,160",1, B3 ,7/10/2013,$0 ,1910
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3537,10,B1, 633 SARATOGA AVENUE                       ,            ,11212,2,0,2,"2,500","2,196",1, B1 ,9/24/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3538,2,B1, 2009 STRAUSS STREET                       ,            ,11212,2,0,2,"2,500","2,196",1, B1 ,8/2/2012,$0 ,1920
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3539,4,B1, 197 HERZL STREET                          ,            ,11212,2,0,2,"2,500","2,160",1, B1 ,5/17/2013,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3550,49,B1, 762 HOWARD AVE                            ,            ,11212,2,0,2,"1,500","3,386",1, B1 ,12/3/2012,"$534,836 ",2012
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3560,49,B1, 267 DUMONT AVENUE                         ,            ,11212,2,0,2,"1,975","3,468",1, B1 ,4/18/2013,"$454,407 ",2005
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3560,137,B1, 624 ROCKAWAY AVENUE                       ,            ,11212,2,0,2,"2,475","4,784",1, B1 ,8/1/2012,"$435,490 ",2005
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3581,51,B1, 336 LEGION STREET                         ,            ,11212,2,0,2,"2,500","2,400",1, B1 ,12/20/2012,"$387,500 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3583,34,S2, 92 LIVONIA AVENUE                         ,            ,11212,2,1,3,"2,003","3,360",1, S2 ,3/26/2013,"$400,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3583,47,B1, 2176 STRAUSS                              ,            ,11212,2,0,2,"2,500","2,320",1, B1 ,4/26/2013,"$380,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3585,18,B1, 357 HERZL STREET                          ,            ,11212,2,0,2,"2,000","3,600",1, B1 ,8/30/2012,"$460,000 ",2005
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3585,47,B1, 378 AMBOY ST                              ,            ,11212,2,0,2,"2,800","1,900",1, B1 ,10/17/2012,"$305,000 ",1901
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3585,128,B1, 122 LIVONIA AVENUE                        ,            ,11212,2,0,2,"1,009","2,250",1, B1 ,1/21/2013,"$377,000 ",2005
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3586,24,B1, 355 AMBOY STREET                          ,            ,11212,2,0,2,"4,000","2,048",1, B1 ,6/12/2013,"$426,300 ",1901
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3586,51,B1, 774 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,450","2,240",1, B1 ,2/13/2013,"$225,000 ",1901
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3586,59,B1, 796 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,450","2,352",1, B1 ,1/2/2013,$0 ,1901
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3586,59,B1, 796 HOPKINSON AVENUE                      ,            ,11212,2,0,2,"2,450","2,352",1, B1 ,9/11/2012,"$208,000 ",1901
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3596,29,B2, 56 RIVERDALE AVENUE                       ,            ,11212,2,0,2,"2,109","2,280",1, B2 ,2/7/2013,$0 ,1996
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3599,48,B1, 858 HOPKINSON AVENUE                      ,            ,11212,2,0,2,"2,600","1,768",1, B1 ,8/1/2012,$0 ,1910
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3600,1,B9, 141 NEWPORT STREET                        ,            ,11212,2,0,2,"2,000","4,680",1, B9 ,10/1/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3600,1,B9, 141 NEWPORT STREET                        ,            ,11212,2,0,2,"2,000","4,680",1, B9 ,8/3/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3612,15,B1, 909 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,000","2,014",1, B1 ,5/29/2013,"$450,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3612,15,B1, 909 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,000","2,014",1, B1 ,12/4/2012,"$242,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3612,15,B1, 909 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,000","2,014",1, B1 ,11/18/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3612,15,B1, 909 THOMAS S BOYLAND ST                   ,            ,11212,2,0,2,"2,000","2,014",1, B1 ,11/18/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3613,21,B1, 507 BRISTOL STREET                        ,            ,11212,2,0,2,"2,000","1,920",1, B1 ,7/17/2013,"$260,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3613,21,B1, 507 BRISTOL ST                            ,            ,11212,2,0,2,"2,000","1,920",1, B1 ,2/12/2013,"$130,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3613,56,B1, 554 CHESTER STREET                        ,            ,11212,2,0,2,"1,200","1,808",1, B1 ,5/31/2013,"$355,140 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3621,26,B1, 521 HERZL STREET                          ,            ,11212,2,0,2,"3,000","2,240",1, B1 ,8/14/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3623,38,B1, 550 BRISTOL STREET                        ,            ,11212,2,0,2,"2,060","2,020",1, B1 ,9/27/2012,"$350,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3624,23,B1, 565 BRISTOL STREET                        ,            ,11212,2,0,2,"2,500","2,200",1, B1 ,11/16/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3624,50,B1, 594 CHESTER STREET                        ,            ,11212,2,0,2,"2,500","2,160",1, B1 ,5/28/2013,"$515,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3624,50,B1, 594 CHESTER STREET                        ,            ,11212,2,0,2,"2,500","2,160",1, B1 ,8/21/2012,"$165,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3624,52,B1, 600 CHESTER STREET                        ,            ,11212,2,0,2,"2,500","2,160",1, B1 ,3/12/2013,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3626,58,B1, 538 THATFORD AVENUE                       ,            ,11212,2,0,2,"2,327","2,000",1, B1 ,4/30/2013,"$251,597 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3626,58,B1, 538 THATFORD AVENUE                       ,            ,11212,2,0,2,"2,327","2,000",1, B1 ,11/13/2012,"$468,809 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3627,16,B1, 485 THATFORD AVENUE                       ,            ,11212,2,0,2,"2,400","1,900",1, B1 ,2/14/2013,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3627,19,B1, 202 LOTT AVENUE                           ,            ,11212,2,0,2,"1,025","2,255",1, B1 ,5/24/2013,"$295,000 ",2008
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3639,31,B1, 643 WATKINS STREET                        ,            ,11212,2,0,2,"2,080","2,000",1, B1 ,12/20/2012,"$135,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3639,31,B1, 643 WATKINS STREET                        ,            ,11212,2,0,2,"2,080","2,000",1, B1 ,12/20/2012,$0 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3639,32,B1, 641 WATKINS STREET                        ,            ,11212,2,0,2,"1,880","1,840",1, B1 ,4/30/2013,$10 ,1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3639,52,B1," 920 MOTHER GASTON BLVD.,                  ",            ,11212,2,0,2,"2,300","1,760",1, B1 ,1/24/2013,"$414,000 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3694,118,B1, 136 LIBERTY AVENUE                        ,            ,11212,2,0,2,947,"3,039",1, B1 ,1/31/2013,"$397,500 ",2007
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3694,219,B1, 72 POWELL STREET                          ,            ,11212,2,0,2,"1,650","3,255",1, B1 ,6/13/2013,"$435,000 ",2007
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3694,220,B1, 74 POWELL STREET                          ,            ,11212,2,0,2,"1,650","3,255",1, B1 ,11/19/2012,"$435,000 ",2007
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3709,132,B2, 1851 PITKIN AVENUE                        ,            ,11212,2,0,2,"1,500","2,406",1, B2 ,7/25/2013,"$275,000 ",2007
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3712,1,S2, 1861 PITKIN AVENUE                        ,            ,11212,2,1,3,"1,100","3,000",1, S2 ,10/16/2012,"$370,000 ",1925
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3726,34,S2, 113 BELMONT AVE                           ,            ,11212,2,1,3,"1,200","3,000",1, S2 ,8/7/2012,"$20,486 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3726,35,S2, 111 BELMONT AVE                           ,            ,11212,2,1,3,"1,200","3,000",1, S2 ,8/7/2012,"$72,159 ",1930
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3726,39,S2, 101 BELMONT AVENUE                        ,            ,11212,2,1,3,"1,000","3,200",1, S2 ,5/9/2013,"$110,000 ",1899
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3847,6,B1, 743 SACKMAN STREET                        ,            ,11212,2,0,2,"2,600","1,944",1, B1 ,5/21/2013,"$412,000 ",1910
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3863,1,B1, 663 POWELL STREET                         ,            ,11212,2,0,2,"2,000","1,800",1, B1 ,8/14/2012,$0 ,1910
BROWNSVILLE              ,02  TWO FAMILY HOMES                        ,1,3863,2,B1, 661 POWELL STREET                         ,            ,11212,2,0,2,"2,000","1,920",1, B1 ,8/14/2012,$0 ,1910
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3510,50,C0, 40 TAPSCOTT STREET                        ,            ,11212,3,0,3,"2,143","4,068",1, C0 ,4/25/2013,$0 ,2004
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3523,104,C0, 109 THATFORD AVENUE                       ,            ,11212,3,0,3,"1,875","2,814",1, C0 ,9/28/2012,"$240,000 ",2007
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3553,17,C0, 195 LEGION STREET                         ,            ,11212,3,0,3,"2,500","5,200",1, C0 ,5/2/2013,"$440,000 ",2004
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3555,16,C0, 2037 STRAUSS STREET                       ,            ,11212,3,0,3,"2,000","3,534",1, C0 ,1/31/2013,$0 ,2007
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3569,42,C0, 2102 STRAUSS STREET                       ,            ,11212,3,0,3,"2,000","3,000",1, C0 ,2/1/2013,"$260,000 ",2003
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3595,50,C0, 886 SARATOGA AVENUE                       ,            ,11212,3,0,3,"2,500","3,840",1, C0 ,8/23/2012,"$395,000 ",1901
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3599,6,C0, 105 NEWPORT STREET                        ,            ,11212,3,0,3,"2,000","3,132",1, C0 ,11/26/2012,$0 ,1910
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3620,34,C0, 40 LOTT AVENUE                            ,            ,11212,3,0,3,"2,067","1,623",1, C0 ,8/1/2013,"$690,929 ",1905
BROWNSVILLE              ,03  THREE FAMILY HOMES                      ,1,3677,21,C0, 1704 EAST NEW YORK AVE                    ,            ,11212,3,0,3,908,"3,000",1, C0 ,2/6/2013,"$160,000 ",1927
BROWNSVILLE              ,05  TAX CLASS 1 VACANT LAND                 ,1,3600,36,B1, 440 BRISTOL STREET                        ,            ,11212,2,0,2,"1,667","3,666",1, V0 ,8/31/2012,"$531,526 ",2011
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2,3489,247,C7, 1719 PITKIN AVENUE                        ,            ,11212,12,2,14,"2,500","11,250",2, C7 ,7/10/2013,"$1,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3510,9,C3, 2057 UNION STREET                         ,            ,11212,4,0,4,"2,500","4,000",2, C3 ,1/3/2013,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3514,4,C3, 93 LEGION STREET                          ,            ,11212,4,0,4,"2,650","2,800",2, C3 ,7/15/2013,"$530,450 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2B,3514,33,C7, 1500 PITKIN AVENUE                        ,            ,11212,7,1,8,"2,323","8,350",2, C7 ,10/24/2012,"$886,015 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3531,42,C2, 2118 UNION STREET                         ,            ,11212,6,0,6,"3,000","3,198",2, C2 ,1/9/2013,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3533,18,C2, 129 TAPSCOTT STREET                       ,            ,11212,6,0,6,"2,426","4,442",2, C2 ,11/7/2012,"$440,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3565,43,C2, 806 HOWARD AVENUE                         ,            ,11212,6,0,6,"2,500","5,850",2, C2 ,8/8/2013,"$550,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3583,37,C3, 2148 STRAUSS STREET                       ,            ,11212,4,0,4,"2,550","3,198",2, C3 ,6/18/2013,"$509,600 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3594,24,C3, 370 LEGION STREET                         ,            ,11212,4,0,4,"2,550","3,116",2, C3 ,5/3/2013,"$335,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3594,24,C3, 370 LEGION                                ,            ,11212,4,0,4,"2,550","3,116",2, C3 ,10/16/2012,"$619,202 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3595,54,C3, 898 SARATOGA AVENUE                       ,            ,11212,4,0,4,"2,375","3,200",2, C3 ,1/31/2013,"$267,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3596,46,C3, 2216 STRAUSS                              ,            ,11212,4,0,4,"2,500","2,952",2, C3 ,6/18/2013,"$467,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3596,48,C3, 2224 STRAUSS STREET                       ,            ,11212,4,0,4,"2,500","3,198",2, C3 ,10/10/2012,"$10,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3598,25,C3, 395 HERZL STREET                          ,            ,11212,4,0,4,"2,500","3,075",2, C3 ,9/14/2012,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3598,33,C2, 116 RIVERDALE AVENUE                      ,            ,11212,5,0,5,"2,500","5,850",2, C2 ,2/12/2013,"$560,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3599,19,C3, 425 AMBOY STREET                          ,            ,11212,4,0,4,"2,517","3,198",2, C3 ,7/31/2013,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2,3608,6,C7, 469 EAST 98TH   STREET                    ,            ,11212,18,1,19,"6,775","11,000",2, C7 ,6/18/2013,"$2,500,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3608,55,C3, 2310 STRAUSS STREET                       ,            ,11212,4,0,4,"2,500","3,198",2, C3 ,12/28/2012,"$499,999 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2,3610,9,C1, 41 LOTT AVENUE                            ,            ,11212,19,0,19,"3,966","14,220",2, C1 ,7/24/2013,"$1,500,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3610,39,C3, 92 NEWPORT STREET                         ,            ,11212,4,0,4,"2,000","3,200",2, C3 ,7/15/2013,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3621,46,C3, 544 AMBOY STREET                          ,            ,11212,4,0,4,"3,000","3,120",2, C3 ,8/30/2012,"$430,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2,3622,14,C1, 563 AMBOY STREET                          ,            ,11212,12,0,12,"4,000","12,800",2, C1 ,10/25/2012,"$1,350,000 ",1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3627,23,C3, 566 OSBORN STREET                         ,            ,11212,4,0,4,"2,500","3,280",2, C3 ,6/15/2013,$0 ,1930
BROWNSVILLE              ,07  RENTALS - WALKUP APARTMENTS             ,2A,3627,37,C3, 592 OSBORN STREET                         ,            ,11212,4,0,4,"2,533","3,239",2, C3 ,7/26/2013,"$500,000 ",1930
